seqName,XISTrA_tuc0.05,XISTrB12_tuc0.05,XISTrD_tuc0.05,XISTrE_tuc0.05,XISTrF_tuc0.05,gene_type
WDR4_chr21_42843094_42879568_-_ENSG00000160193.12_ENSG00000160193.12.unspliced,728,578,2580,1431,4839,protein_coding
WDSUB1_chr2_159235798_159286703_-_ENSG00000196151.11_ENSG00000196151.11.unspliced,365,294,253,2277,1134,protein_coding
WRN_chr8_31033788_31176138_+_ENSG00000165392.11_ENSG00000165392.11.unspliced,1902,479,1228,4440,6562,protein_coding
WT1_chr11_32387775_32435564_-_ENSG00000184937.17_ENSG00000184937.17.unspliced,274,713,241,1793,2962,protein_coding
XIST_chrX_73820649_73852723_-_ENSG00000229807.14_ENSG00000229807.14.unspliced,1014,422,5029,3271,2888,lncRNA
XIST_chrX_73820649_73852723_-_ENSG00000229807.14_ENST00000429829.6,905,422,4785,2854,2349,lncRNA
XPO5_chr6_43522334_43576038_-_ENSG00000124571.18_ENSG00000124571.18.unspliced,762,302,725,1077,1464,protein_coding
XPOT_chr12_64404392_64451125_+_ENSG00000184575.12_ENSG00000184575.12.unspliced,572,185,445,1386,1480,protein_coding
XRN2_chr20_21303331_21389825_+_ENSG00000088930.8_ENSG00000088930.8.unspliced,905,612,1452,4432,5959,protein_coding
YRDC_chr1_37802945_37808208_-_ENSG00000196449.4_ENSG00000196449.4.unspliced,123,226,464,159,440,protein_coding
YWHAE_chr17_1344275_1400222_-_ENSG00000108953.17_ENSG00000108953.17.unspliced,531,340,938,1862,3023,protein_coding
YWHAQ_chr2_9583967_9630997_-_ENSG00000134308.14_ENSG00000134308.14.unspliced,320,92,444,1270,3489,protein_coding
YY1_chr14_100238298_100282788_+_ENSG00000100811.15_ENSG00000100811.15.unspliced,934,513,904,442,4277,protein_coding
ZC3H18_chr16_88570403_88631964_+_ENSG00000158545.16_ENSG00000158545.16.unspliced,392,784,1498,3894,4588,protein_coding
ZC3H4_chr19_47064187_47113776_-_ENSG00000130749.10_ENSG00000130749.10.unspliced,840,434,1642,2228,1257,protein_coding
ZC3H8_chr2_112211529_112255136_-_ENSG00000144161.14_ENSG00000144161.14.unspliced,318,313,417,846,1883,protein_coding
ZFAS1_chr20_49277054_49299600_+_ENSG00000177410.14_ENSG00000177410.14.unspliced,237,408,448,994,1862,lncRNA
ZFPM1_chr16_88453280_88537031_+_ENSG00000179588.9_ENSG00000179588.9.unspliced,693,1692,4130,1191,5498,protein_coding
ZFX_chrX_24149173_24216255_+_ENSG00000005889.16_ENSG00000005889.16.unspliced,624,103,692,2392,2654,protein_coding
ZFYVE21_chr14_103715730_103733668_+_ENSG00000100711.14_ENSG00000100711.14.unspliced,524,378,234,668,1726,protein_coding
ZMYND8_chr20_47209214_47356889_-_ENSG00000101040.20_ENSG00000101040.20.unspliced,1024,955,2117,6555,6594,protein_coding
ZNF124_chr1_247121975_247172020_-_ENSG00000196418.13_ENSG00000196418.13.unspliced,427,515,1061,1577,2778,protein_coding
ZNF146_chr19_36214602_36238771_+_ENSG00000167635.12_ENSG00000167635.12.unspliced,653,489,482,353,1321,protein_coding
ZNF239_chr10_43556344_43574618_-_ENSG00000196793.14_ENSG00000196793.14.unspliced,270,107,207,917,1002,protein_coding
ZNF24_chr18_35332227_35345482_-_ENSG00000172466.16_ENSG00000172466.16.unspliced,280,153,436,1163,1428,protein_coding
ZNF292_chr6_87151803_87265943_+_ENSG00000188994.14_ENSG00000188994.14.unspliced,1136,691,3089,2886,5547,protein_coding
ZNF367_chr9_96385941_96418370_-_ENSG00000165244.7_ENSG00000165244.7.unspliced,318,512,263,916,1213,protein_coding
ZNF512_chr2_27582969_27623217_+_ENSG00000243943.10_ENSG00000243943.10.unspliced,344,209,218,998,3153,protein_coding
ZNF518A_chr10_96129715_96205288_+_ENSG00000177853.15_ENSG00000177853.15.unspliced,472,445,293,2599,4862,protein_coding
ZNF638_chr2_71276561_71435069_+_ENSG00000075292.20_ENSG00000075292.20.unspliced,2179,1371,2629,6588,7620,protein_coding
ZNF644_chr1_90915298_91022272_-_ENSG00000122482.22_ENSG00000122482.22.unspliced,934,339,1089,3630,6550,protein_coding
ZNF697_chr1_119619377_119648266_-_ENSG00000143067.5_ENSG00000143067.5.unspliced,396,880,412,1469,2337,protein_coding
ZNF706_chr8_101177878_101206193_-_ENSG00000120963.12_ENSG00000120963.12.unspliced,323,99,821,1318,1198,protein_coding
ZNF767P_chr7_149547154_149624752_-_ENSG00000291118.2_ENSG00000291118.2.unspliced,370,364,820,1540,4062,lncRNA
ZNF839_chr14_102317377_102342702_+_ENSG00000022976.16_ENSG00000022976.16.unspliced,104,285,448,434,210,protein_coding
ZXDC_chr3_126437601_126475891_-_ENSG00000070476.15_ENSG00000070476.15.unspliced,186,201,1117,1158,2313,protein_coding
ZZZ3_chr1_77562416_77683419_-_ENSG00000036549.13_ENSG00000036549.13.unspliced,1058,352,471,5316,6523,protein_coding
